,Portfolio returns
2006-04,0.004204397272412081
2006-05,-0.04708124374435293
2006-06,-0.003740272061791763
2006-07,-0.0005649211483092376
2006-08,0.03775737558420288
2006-09,0.0004483745750476463
2006-10,0.05700060726921908
2006-11,0.042980933670688594
2006-12,-0.004042925858476166
2007-01,0.006190248494732081
2007-02,-0.015492642786755755
2007-03,0.03306630721514453
2007-04,0.05206075541034491
2007-05,0.05224593789254662
2007-06,-0.0006616148308695258
2007-07,-0.006067380656849327
2007-08,0.02273889792985036
2007-09,0.056384786401025955
2007-10,0.041596602958137045
2007-11,-0.05345734190866033
2007-12,0.02170196079632218
2008-01,-0.10931845789365596
2008-02,-0.00384617655901375
2008-03,-0.01826031622874335
2008-04,0.07783172980563643
2008-05,0.03435909123165747
2008-06,-0.04357998945866545
2008-07,-0.03292512366666128
2008-08,0.0168512486153689
2008-09,-0.10537858765594327
2008-10,-0.15621848696244456
2008-11,-0.07910174012004252
2008-12,0.01988048988934335
2009-01,-0.02375589115596858
2009-02,-0.0779755557552688
2009-03,0.08036233444097682
2009-04,0.07170536368092532
2009-05,0.05064452862976625
2009-06,0.025228809068592813
2009-07,0.07481564436593828
2009-08,0.01876619861772468
2009-09,0.04667429733483715
2009-10,0.002174480585440763
2009-11,0.04371577473993346
2009-12,0.034947931550229246
2010-01,-0.05733658431828378
2010-02,0.02947193534182039
2010-03,0.05649715557545093
2010-04,0.010508924858467243
2010-05,-0.08799857062792424
2010-06,-0.052676192228410156
2010-07,0.06243923885521128
2010-08,-0.057098298394350086
2010-09,0.11046901248952712
2010-10,0.03948832367359793
2010-11,0.0033529653771572224
2010-12,0.06502448326625497
2011-01,0.03788845202908601
2011-02,0.03826503713062848
2011-03,0.01571016357104315
2011-04,0.0405823337502161
2011-05,-0.01188256099249163
2011-06,-0.024140087426550095
2011-07,-0.003560750437534958
2011-08,-0.08197959798809627
2011-09,-0.07546328696885421
2011-10,0.12102672523421731
2011-11,-0.004336732382699803
2011-12,-0.006595572500675527
2012-01,0.05580035787997423
2012-02,0.04929582748888609
2012-03,0.02082750980691177
2012-04,-0.018540818225096057
2012-05,-0.08756457362753597
2012-06,0.04926477809371531
2012-07,0.015574433219540187
2012-08,0.031225993825683092
2012-09,0.025056157351560235
2012-10,-0.03737738591760441
2012-11,0.015895226633939066
2012-12,-0.0007240232444912587
2013-01,0.057673391763127135
2013-02,0.0013718782263387715
2013-03,0.025120920407246443
2013-04,0.004160402852313926
2013-05,0.039444256983923974
2013-06,-0.025597729934212644
2013-07,0.06356332956206985
2013-08,-0.013052835023968283
2013-09,0.031710137006417206
2013-10,0.03642805222594722
2013-11,0.029494025551420083
2013-12,0.038346063698639174
2014-01,-0.026033050975351985
2014-02,0.055880968222716605
2014-03,-0.0006204348809537533
2014-04,0.01289426784701473
2014-05,0.031067983330402435
2014-06,0.03671160885029254
2014-07,-0.007343210314718447
2014-08,0.02160770082057763
2014-09,-0.024560310553875243
2014-10,0.0066052849383950165
2014-11,-0.015050409910160115
2014-12,-0.025914083132456002
2015-01,-0.020198018045413116
2015-02,0.060685149431754966
2015-03,-0.02657864649105358
2015-04,0.03078878135835647
2015-05,0.010516672266905858
2015-06,-0.03636573103074161
2015-07,0.014572144228518548
2015-08,-0.06550866556380111
2015-09,-0.037126088827896156
2015-10,0.10204393684771228
2015-11,0.011226996430470206
2015-12,-0.04365276338836418
2016-01,-0.07464248863302131
2016-02,-0.015307495133529296
2016-03,0.08112743486837816
2016-04,0.02796020448210151
2016-05,0.030291603756336757
2016-06,0.001498675173059107
2016-07,0.04011476178402352
2016-08,0.023782219458892563
2016-09,0.014920067348099478
2016-10,-0.03976115370971444
2016-11,0.032726325257156845
2016-12,0.01380724328490048
2017-01,0.013244319701673815
2017-02,0.041912535198508793
2017-03,0.01937111487737868
2017-04,0.002036677654757432
2017-05,0.004216774796165379
2017-06,-0.00241462834041949
2017-07,0.027659541509870388
2017-08,0.01486248186476019
2017-09,0.04359760077256847
2017-10,0.043742906297855606
2017-11,0.016277322714055145
2017-12,0.008983207235745885
2018-01,0.06657124404896238
2018-02,-0.03100933770299434
2018-03,-0.016080343583680302
2018-04,0.01691738133936043
2018-05,0.04960246194622354
2018-06,0.00036398747495800746
2018-07,0.02825006315196318
2018-08,0.02919111421983732
2018-09,0.013194131377690542
2018-10,-0.0891238138009677
2018-11,-0.00609369159506081
2018-12,-0.09624295473162868
2019-01,0.07969429258006522
2019-02,0.04295993078121337
2019-03,0.010701108295418859
2019-04,0.031230419328673813
2019-05,-0.089167493008627
2019-06,0.07118746865436282
2019-07,0.007708019193411492
2019-08,-0.04780333743409898
2019-09,0.006355414105745937
2019-10,0.008270959067469238
2019-11,0.04481874920986785
2019-12,0.04713884176956637
2020-01,-0.021470087651927816
2020-02,-0.1016151496050881
2020-03,-0.16978700030932734
2020-04,0.20040083781292115
2020-05,0.052779997026434274
2020-06,0.03194009242573466
2020-07,0.022216128771264332
2020-08,0.05920850658198732
2020-09,-0.06996983890222988
2020-10,-0.027116769324403586
2020-11,0.16099193516332463
2020-12,0.05392458530725723
2021-01,0.013112911667669733
2021-02,0.07783843521926759
2021-03,0.008533153983255054
2021-04,0.036175720028676965
2021-05,0.014193640715390577
2021-06,0.04975401279928919
2021-07,-0.009403283044368847
2021-08,0.030228482690013995
2021-09,-0.009316588267847026
2021-10,0.07161116542126748
2021-11,-0.02631288359792846
2021-12,0.03308739079106455
2022-01,-0.0027688199867939396
2022-02,-0.005132944677389531
2022-03,0.05953994850946703
2022-04,-0.08132378931655482
2022-05,0.04500882323305325
2022-06,-0.09765109337903279
2022-07,0.09499970753819616
2022-08,-0.01665856258140404
2022-09,-0.08478574229662578
2022-10,0.1139863064200115
2022-11,0.027753854659171476
2022-12,-0.05412251124845974
2023-01,0.05036313852569774
2023-02,-0.035264613559149255
